"","stop_id","stop_name","stop_lat","stop_lon","trip_id","arrival_time","departure_time","stop_sequence"
"217",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,103828,"15:42:00","15:42:00",3
"218",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,1118903,"09:42:00","09:42:00",3
"219",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,118017,"07:42:00","07:42:00",3
"220",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,162222,"15:42:00","15:42:00",3
"221",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,201276,"15:42:00","15:42:00",3
"222",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,226098,"13:42:00","13:42:00",3
"223",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,254195,"11:42:00","11:42:00",3
"224",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,264236,"17:42:00","17:42:00",3
"225",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,409467,"13:42:00","13:42:00",3
"226",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,422791,"21:32:00","21:32:00",3
"227",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,557589,"09:42:00","09:42:00",3
"228",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,579141,"11:42:00","11:42:00",3
"229",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,591471,"17:42:00","17:42:00",3
"230",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,625684,"13:42:00","13:42:00",3
"231",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,627023,"19:42:00","19:42:00",3
"232",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,69443,"21:32:00","21:32:00",3
"233",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,806474,"17:42:00","17:42:00",3
"234",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,810410,"07:42:00","07:42:00",3
"235",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,8156,"11:42:00","11:42:00",3
"236",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,893788,"19:42:00","19:42:00",3
"237",22361,"Flensburg, Mühlendamm, Mast 1u",54.777405,9.441171,931652,"19:42:00","19:42:00",3
"238",22890,"Flensburg, Fördebrücke, Mast 1l",54.789616,9.433964,1003530,"09:46:00","09:46:00",17
"239",22890,"Flensburg, Fördebrücke, Mast 1l",54.789616,9.433964,1003799,"16:46:00","16:46:00",17
"240",22890,"Flensburg, Fördebrücke, Mast 1l",54.789616,9.433964,1058665,"20:32:00","20:32:00",15
"241",22890,"Flensburg, Fördebrücke, Mast 1l",54.789616,9.433964,1082806,"12:46:00","12:46:00",17
"242",22890,"Flensburg, Fördebrücke, Mast 1l",54.789616,9.433964,111850,"06:32:00","06:32:00",17
"243",22890,"Flensburg, Fördebrücke, Mast 1l",54.789616,9.433964,1131254,"18:32:00","18:32:00",15
"244",22890,"Flensburg, Fördebrücke, Mast 1l",54.789616,9.433964,1137573,"16:32:00","16:32:00",15
"245",22890,"Flensburg, Fördebrücke, Mast 1l",54.789616,9.433964,115911,"08:16:00","08:16:00",17
"246",22890,"Flensburg, Fördebrücke, Mast 1l",54.789616,9.433964,117050,"08:32:00","08:32:00",17
"247",22890,"Flensburg, Fördebrücke, Mast 1l",54.789616,9.433964,1185377,"12:32:00","12:32:00",15
